cod_municipio,uf,nome_maiusculo,nome_sem_acento_maiusculo,nome,nome_sem_acento
2313609,CE,UBAJARA,UBAJARA,Ubajara,Ubajara
2313708,CE,UMARI,UMARI,Umari,Umari
2313757,CE,UMIRIM,UMIRIM,Umirim,Umirim
2313807,CE,URUBURETAMA,URUBURETAMA,Uruburetama,Uruburetama
2313906,CE,URUOCA,URUOCA,Uruoca,Uruoca
2313955,CE,VARJOTA,VARJOTA,Varjota,Varjota
2314003,CE,VÁRZEA ALEGRE,VARZEA ALEGRE,Várzea Alegre,Varzea Alegre
2314102,CE,VIÇOSA DO CEARÁ,VICOSA DO CEARA,Viçosa do Ceará,Vicosa do Ceara
2400109,RN,ACARI,ACARI,Acari,Acari
2400208,RN,AÇU,AÇU,Açu,Açu
2400307,RN,AFONSO BEZERRA,AFONSO BEZERRA,Afonso Bezerra,Afonso Bezerra
2400406,RN,ÁGUA NOVA,AGUA NOVA,Água Nova,Agua Nova
2400505,RN,ALEXANDRIA,ALEXANDRIA,Alexandria,Alexandria
2400604,RN,ALMINO AFONSO,ALMINO AFONSO,Almino Afonso,Almino Afonso
2400703,RN,ALTO DO RODRIGUES,ALTO DO RODRIGUES,Alto do Rodrigues,Alto do Rodrigues
2400802,RN,ANGICOS,ANGICOS,Angicos,Angicos
2400901,RN,ANTÔNIO MARTINS,ANTONIO MARTINS,Antônio Martins,Antonio Martins
2401008,RN,APODI,APODI,Apodi,Apodi
2401107,RN,AREIA BRANCA,AREIA BRANCA,Areia Branca,Areia Branca
2401206,RN,AREZ,AREZ,Arez,Arez
2401305,RN,CAMPO GRANDE,CAMPO GRANDE,Campo Grande,Campo Grande
2401404,RN,BAÍA FORMOSA,BAIA FORMOSA,Baía Formosa,Baia Formosa
2401453,RN,BARAÚNA,BARAUNA,Baraúna,Barauna
2401503,RN,BARCELONA,BARCELONA,Barcelona,Barcelona
2401602,RN,BENTO FERNANDES,BENTO FERNANDES,Bento Fernandes,Bento Fernandes
2401651,RN,BODÓ,BODO,Bodó,Bodo
2401701,RN,BOM JESUS,BOM JESUS,Bom Jesus,Bom Jesus
2401800,RN,BREJINHO,BREJINHO,Brejinho,Brejinho
2401859,RN,CAIÇARA DO NORTE,CAICARA DO NORTE,Caiçara do Norte,Caicara do Norte
2401909,RN,CAIÇARA DO RIO DO VENTO,CAICARA DO RIO DO VENTO,Caiçara do Rio do Vento,Caicara do Rio do Vento
2402006,RN,CAICÓ,CAICO,Caicó,Caico
2402105,RN,CAMPO REDONDO,CAMPO REDONDO,Campo Redondo,Campo Redondo
2402204,RN,CANGUARETAMA,CANGUARETAMA,Canguaretama,Canguaretama
2402303,RN,CARAÚBAS,CARAUBAS,Caraúbas,Caraubas
2402402,RN,CARNAÚBA DOS DANTAS,CARNAUBA DOS DANTAS,Carnaúba dos Dantas,Carnauba dos Dantas
2402501,RN,CARNAUBAIS,CARNAUBAIS,Carnaubais,Carnaubais
2402600,RN,CEARÁ-MIRIM,CEARA-MIRIM,Ceará-Mirim,Ceara-Mirim
2402709,RN,CERRO CORÁ,CERRO CORA,Cerro Corá,Cerro Cora
2402808,RN,CORONEL EZEQUIEL,CORONEL EZEQUIEL,Coronel Ezequiel,Coronel Ezequiel
2402907,RN,CORONEL JOÃO PESSOA,CORONEL JOAO PESSOA,Coronel João Pessoa,Coronel Joao Pessoa
2403004,RN,CRUZETA,CRUZETA,Cruzeta,Cruzeta
2403103,RN,CURRAIS NOVOS,CURRAIS NOVOS,Currais Novos,Currais Novos
2403202,RN,DOUTOR SEVERIANO,DOUTOR SEVERIANO,Doutor Severiano,Doutor Severiano
2403251,RN,PARNAMIRIM,PARNAMIRIM,Parnamirim,Parnamirim
2403301,RN,ENCANTO,ENCANTO,Encanto,Encanto
2403400,RN,EQUADOR,EQUADOR,Equador,Equador
2403509,RN,ESPÍRITO SANTO,ESPIRITO SANTO,Espírito Santo,Espirito Santo
2403608,RN,EXTREMOZ,EXTREMOZ,Extremoz,Extremoz
2403707,RN,FELIPE GUERRA,FELIPE GUERRA,Felipe Guerra,Felipe Guerra
2403756,RN,FERNANDO PEDROZA,FERNANDO PEDROZA,Fernando Pedroza,Fernando Pedroza
2403806,RN,FLORÂNIA,FLORANIA,Florânia,Florania
2403905,RN,FRANCISCO DANTAS,FRANCISCO DANTAS,Francisco Dantas,Francisco Dantas
2404002,RN,FRUTUOSO GOMES,FRUTUOSO GOMES,Frutuoso Gomes,Frutuoso Gomes
2404101,RN,GALINHOS,GALINHOS,Galinhos,Galinhos
2404200,RN,GOIANINHA,GOIANINHA,Goianinha,Goianinha
2404309,RN,GOVERNADOR DIX-SEPT ROSADO,GOVERNADOR DIX-SEPT ROSADO,Governador Dix-Sept Rosado,Governador Dix-Sept Rosado
2404408,RN,GROSSOS,GROSSOS,Grossos,Grossos
2404507,RN,GUAMARÉ,GUAMARE,Guamaré,Guamare
2404606,RN,IELMO MARINHO,IELMO MARINHO,Ielmo Marinho,Ielmo Marinho
2404705,RN,IPANGUAÇU,IPANGUACU,Ipanguaçu,Ipanguacu
2404804,RN,IPUEIRA,IPUEIRA,Ipueira,Ipueira
2404853,RN,ITAJÁ,ITAJA,Itajá,Itaja
2404903,RN,ITAÚ,ITAU,Itaú,Itau
2405009,RN,JAÇANÃ,JACANA,Jaçanã,Jacana
2405108,RN,JANDAÍRA,JANDAIRA,Jandaíra,Jandaira
2405207,RN,JANDUÍS,JANDUIS,Janduís,Janduis
2405306,RN,BOA SAÚDE,BOA SAUDE,Boa Saúde,Boa Saude
2405405,RN,JAPI,JAPI,Japi,Japi
2405504,RN,JARDIM DE ANGICOS,JARDIM DE ANGICOS,Jardim de Angicos,Jardim de Angicos
2405603,RN,JARDIM DE PIRANHAS,JARDIM DE PIRANHAS,Jardim de Piranhas,Jardim de Piranhas
2405702,RN,JARDIM DO SERIDÓ,JARDIM DO SERIDO,Jardim do Seridó,Jardim do Serido
2405801,RN,JOÃO CÂMARA,JOAO CAMARA,João Câmara,Joao Camara
2405900,RN,JOÃO DIAS,JOAO DIAS,João Dias,Joao Dias
2406007,RN,JOSÉ DA PENHA,JOSE DA PENHA,José da Penha,Jose da Penha
2406106,RN,JUCURUTU,JUCURUTU,Jucurutu,Jucurutu
2406155,RN,JUNDIÁ,JUNDIA,Jundiá,Jundia
2406205,RN,LAGOA D'ANTA,LAGOA D'ANTA,Lagoa d'Anta,Lagoa d'Anta
2406304,RN,LAGOA DE PEDRAS,LAGOA DE PEDRAS,Lagoa de Pedras,Lagoa de Pedras
2406403,RN,LAGOA DE VELHOS,LAGOA DE VELHOS,Lagoa de Velhos,Lagoa de Velhos
2406502,RN,LAGOA NOVA,LAGOA NOVA,Lagoa Nova,Lagoa Nova
2406601,RN,LAGOA SALGADA,LAGOA SALGADA,Lagoa Salgada,Lagoa Salgada
2406700,RN,LAJES,LAJES,Lajes,Lajes
2406809,RN,LAJES PINTADAS,LAJES PINTADAS,Lajes Pintadas,Lajes Pintadas
2406908,RN,LUCRÉCIA,LUCRECIA,Lucrécia,Lucrecia
2407005,RN,LUÍS GOMES,LUIS GOMES,Luís Gomes,Luis Gomes
2407104,RN,MACAÍBA,MACAIBA,Macaíba,Macaiba
2407203,RN,MACAU,MACAU,Macau,Macau
2407252,RN,MAJOR SALES,MAJOR SALES,Major Sales,Major Sales
2407302,RN,MARCELINO VIEIRA,MARCELINO VIEIRA,Marcelino Vieira,Marcelino Vieira
2407401,RN,MARTINS,MARTINS,Martins,Martins
2407500,RN,MAXARANGUAPE,MAXARANGUAPE,Maxaranguape,Maxaranguape
2407609,RN,MESSIAS TARGINO,MESSIAS TARGINO,Messias Targino,Messias Targino
2407708,RN,MONTANHAS,MONTANHAS,Montanhas,Montanhas
2407807,RN,MONTE ALEGRE,MONTE ALEGRE,Monte Alegre,Monte Alegre
2407906,RN,MONTE DAS GAMELEIRAS,MONTE DAS GAMELEIRAS,Monte das Gameleiras,Monte das Gameleiras
2408003,RN,MOSSORÓ,MOSSORO,Mossoró,Mossoro
2408102,RN,NATAL,NATAL,Natal,Natal
2408201,RN,NÍSIA FLORESTA,NISIA FLORESTA,Nísia Floresta,Nisia Floresta
2408300,RN,NOVA CRUZ,NOVA CRUZ,Nova Cruz,Nova Cruz
2408409,RN,OLHO-D'ÁGUA DO BORGES,OLHO-D'AGUA DO BORGES,Olho-d'Água do Borges,Olho-d'Agua do Borges
2408508,RN,OURO BRANCO,OURO BRANCO,Ouro Branco,Ouro Branco
2408607,RN,PARANÁ,PARANA,Paraná,Parana
2408706,RN,PARAÚ,PARAU,Paraú,Parau
2408805,RN,PARAZINHO,PARAZINHO,Parazinho,Parazinho
2408904,RN,PARELHAS,PARELHAS,Parelhas,Parelhas
2408953,RN,RIO DO FOGO,RIO DO FOGO,Rio do Fogo,Rio do Fogo
2409100,RN,PASSA E FICA,PASSA E FICA,Passa e Fica,Passa e Fica
2409209,RN,PASSAGEM,PASSAGEM,Passagem,Passagem
2409308,RN,PATU,PATU,Patu,Patu
2409332,RN,SANTA MARIA,SANTA MARIA,Santa Maria,Santa Maria
2409407,RN,PAU DOS FERROS,PAU DOS FERROS,Pau dos Ferros,Pau dos Ferros
2409506,RN,PEDRA GRANDE,PEDRA GRANDE,Pedra Grande,Pedra Grande
2409605,RN,PEDRA PRETA,PEDRA PRETA,Pedra Preta,Pedra Preta
2409704,RN,PEDRO AVELINO,PEDRO AVELINO,Pedro Avelino,Pedro Avelino
2409803,RN,PEDRO VELHO,PEDRO VELHO,Pedro Velho,Pedro Velho
2409902,RN,PENDÊNCIAS,PENDENCIAS,Pendências,Pendencias
2410009,RN,PILÕES,PILOES,Pilões,Piloes
2410108,RN,POÇO BRANCO,POCO BRANCO,Poço Branco,Poco Branco
2410207,RN,PORTALEGRE,PORTALEGRE,Portalegre,Portalegre
2410256,RN,PORTO DO MANGUE,PORTO DO MANGUE,Porto do Mangue,Porto do Mangue
2410306,RN,SERRA CAIADA,SERRA CAIADA,Serra Caiada,Serra Caiada
2410405,RN,PUREZA,PUREZA,Pureza,Pureza
2410504,RN,RAFAEL FERNANDES,RAFAEL FERNANDES,Rafael Fernandes,Rafael Fernandes
2410603,RN,RAFAEL GODEIRO,RAFAEL GODEIRO,Rafael Godeiro,Rafael Godeiro
2410702,RN,RIACHO DA CRUZ,RIACHO DA CRUZ,Riacho da Cruz,Riacho da Cruz
2410801,RN,RIACHO DE SANTANA,RIACHO DE SANTANA,Riacho de Santana,Riacho de Santana
2410900,RN,RIACHUELO,RIACHUELO,Riachuelo,Riachuelo
2411007,RN,RODOLFO FERNANDES,RODOLFO FERNANDES,Rodolfo Fernandes,Rodolfo Fernandes
2411056,RN,TIBAU,TIBAU,Tibau,Tibau
2411106,RN,RUY BARBOSA,RUY BARBOSA,Ruy Barbosa,Ruy Barbosa
2411205,RN,SANTA CRUZ,SANTA CRUZ,Santa Cruz,Santa Cruz
2411403,RN,SANTANA DO MATOS,SANTANA DO MATOS,Santana do Matos,Santana do Matos
2411429,RN,SANTANA DO SERIDÓ,SANTANA DO SERIDO,Santana do Seridó,Santana do Serido
2411502,RN,SANTO ANTÔNIO,SANTO ANTONIO,Santo Antônio,Santo Antonio
2411601,RN,SÃO BENTO DO NORTE,SAO BENTO DO NORTE,São Bento do Norte,Sao Bento do Norte
2411700,RN,SÃO BENTO DO TRAIRÍ,SAO BENTO DO TRAIRI,São Bento do Trairí,Sao Bento do Trairi
2411809,RN,SÃO FERNANDO,SAO FERNANDO,São Fernando,Sao Fernando
2411908,RN,SÃO FRANCISCO DO OESTE,SAO FRANCISCO DO OESTE,São Francisco do Oeste,Sao Francisco do Oeste
2412005,RN,SÃO GONÇALO DO AMARANTE,SAO GONCALO DO AMARANTE,São Gonçalo do Amarante,Sao Goncalo do Amarante
2412104,RN,SÃO JOÃO DO SABUGI,SAO JOAO DO SABUGI,São João do Sabugi,Sao Joao do Sabugi
2412203,RN,SÃO JOSÉ DE MIPIBU,SAO JOSE DE MIPIBU,São José de Mipibu,Sao Jose de Mipibu
2412302,RN,SÃO JOSÉ DO CAMPESTRE,SAO JOSE DO CAMPESTRE,São José do Campestre,Sao Jose do Campestre
2412401,RN,SÃO JOSÉ DO SERIDÓ,SAO JOSE DO SERIDO,São José do Seridó,Sao Jose do Serido
2412500,RN,SÃO MIGUEL,SAO MIGUEL,São Miguel,Sao Miguel
2412559,RN,SÃO MIGUEL DO GOSTOSO,SAO MIGUEL DO GOSTOSO,São Miguel do Gostoso,Sao Miguel do Gostoso
2412609,RN,SÃO PAULO DO POTENGI,SAO PAULO DO POTENGI,São Paulo do Potengi,Sao Paulo do Potengi
2412708,RN,SÃO PEDRO,SAO PEDRO,São Pedro,Sao Pedro
2412807,RN,SÃO RAFAEL,SAO RAFAEL,São Rafael,Sao Rafael
2412906,RN,SÃO TOMÉ,SAO TOME,São Tomé,Sao Tome
2413003,RN,SÃO VICENTE,SAO VICENTE,São Vicente,Sao Vicente
2413102,RN,SENADOR ELÓI DE SOUZA,SENADOR ELOI DE SOUZA,Senador Elói de Souza,Senador Eloi de Souza
2413201,RN,SENADOR GEORGINO AVELINO,SENADOR GEORGINO AVELINO,Senador Georgino Avelino,Senador Georgino Avelino
2413300,RN,SERRA DE SÃO BENTO,SERRA DE SAO BENTO,Serra de São Bento,Serra de Sao Bento
2413359,RN,SERRA DO MEL,SERRA DO MEL,Serra do Mel,Serra do Mel
2413409,RN,SERRA NEGRA DO NORTE,SERRA NEGRA DO NORTE,Serra Negra do Norte,Serra Negra do Norte
2413508,RN,SERRINHA,SERRINHA,Serrinha,Serrinha
2413557,RN,SERRINHA DOS PINTOS,SERRINHA DOS PINTOS,Serrinha dos Pintos,Serrinha dos Pintos
2413607,RN,SEVERIANO MELO,SEVERIANO MELO,Severiano Melo,Severiano Melo
2413706,RN,SÍTIO NOVO,SITIO NOVO,Sítio Novo,Sitio Novo
2413805,RN,TABOLEIRO GRANDE,TABOLEIRO GRANDE,Taboleiro Grande,Taboleiro Grande
2413904,RN,TAIPU,TAIPU,Taipu,Taipu
2414001,RN,TANGARÁ,TANGARA,Tangará,Tangara
2414100,RN,TENENTE ANANIAS,TENENTE ANANIAS,Tenente Ananias,Tenente Ananias
2414159,RN,TENENTE LAURENTINO CRUZ,TENENTE LAURENTINO CRUZ,Tenente Laurentino Cruz,Tenente Laurentino Cruz
2414209,RN,TIBAU DO SUL,TIBAU DO SUL,Tibau do Sul,Tibau do Sul
2414308,RN,TIMBAÚBA DOS BATISTAS,TIMBAUBA DOS BATISTAS,Timbaúba dos Batistas,Timbauba dos Batistas
2414407,RN,TOUROS,TOUROS,Touros,Touros
2414456,RN,TRIUNFO POTIGUAR,TRIUNFO POTIGUAR,Triunfo Potiguar,Triunfo Potiguar
2414506,RN,UMARIZAL,UMARIZAL,Umarizal,Umarizal
2414605,RN,UPANEMA,UPANEMA,Upanema,Upanema
2414704,RN,VÁRZEA,VARZEA,Várzea,Varzea
2414753,RN,VENHA-VER,VENHA-VER,Venha-Ver,Venha-Ver
2414803,RN,VERA CRUZ,VERA CRUZ,Vera Cruz,Vera Cruz
2414902,RN,VIÇOSA,VICOSA,Viçosa,Vicosa
2415008,RN,VILA FLOR,VILA FLOR,Vila Flor,Vila Flor
2500106,PB,ÁGUA BRANCA,AGUA BRANCA,Água Branca,Agua Branca
2500205,PB,AGUIAR,AGUIAR,Aguiar,Aguiar
2500304,PB,ALAGOA GRANDE,ALAGOA GRANDE,Alagoa Grande,Alagoa Grande
2500403,PB,ALAGOA NOVA,ALAGOA NOVA,Alagoa Nova,Alagoa Nova
2500502,PB,ALAGOINHA,ALAGOINHA,Alagoinha,Alagoinha
2500536,PB,ALCANTIL,ALCANTIL,Alcantil,Alcantil
2500577,PB,ALGODÃO DE JANDAÍRA,ALGODAO DE JANDAIRA,Algodão de Jandaíra,Algodao de Jandaira
2500601,PB,ALHANDRA,ALHANDRA,Alhandra,Alhandra
2500700,PB,SÃO JOÃO DO RIO DO PEIXE,SAO JOAO DO RIO DO PEIXE,São João do Rio do Peixe,Sao Joao do Rio do Peixe
2500734,PB,AMPARO,AMPARO,Amparo,Amparo
2500775,PB,APARECIDA,APARECIDA,Aparecida,Aparecida
2500809,PB,ARAÇAGI,ARACAGI,Araçagi,Aracagi
2500908,PB,ARARA,ARARA,Arara,Arara
2501005,PB,ARARUNA,ARARUNA,Araruna,Araruna
2501104,PB,AREIA,AREIA,Areia,Areia
2501153,PB,AREIA DE BARAÚNAS,AREIA DE BARAUNAS,Areia de Baraúnas,Areia de Baraunas
2501203,PB,AREIAL,AREIAL,Areial,Areial
2501302,PB,AROEIRAS,AROEIRAS,Aroeiras,Aroeiras
2501351,PB,ASSUNÇÃO,ASSUNCAO,Assunção,Assuncao
2501401,PB,BAÍA DA TRAIÇÃO,BAIA DA TRAICAO,Baía da Traição,Baia da Traicao
2501500,PB,BANANEIRAS,BANANEIRAS,Bananeiras,Bananeiras
2501534,PB,BARAÚNA,BARAUNA,Baraúna,Barauna
2501575,PB,BARRA DE SANTANA,BARRA DE SANTANA,Barra de Santana,Barra de Santana
2501609,PB,BARRA DE SANTA ROSA,BARRA DE SANTA ROSA,Barra de Santa Rosa,Barra de Santa Rosa
2501708,PB,BARRA DE SÃO MIGUEL,BARRA DE SAO MIGUEL,Barra de São Miguel,Barra de Sao Miguel
2501807,PB,BAYEUX,BAYEUX,Bayeux,Bayeux
2501906,PB,BELÉM,BELEM,Belém,Belem
2502003,PB,BELÉM DO BREJO DO CRUZ,BELEM DO BREJO DO CRUZ,Belém do Brejo do Cruz,Belem do Brejo do Cruz
2502052,PB,BERNARDINO BATISTA,BERNARDINO BATISTA,Bernardino Batista,Bernardino Batista
2502102,PB,BOA VENTURA,BOA VENTURA,Boa Ventura,Boa Ventura
2502151,PB,BOA VISTA,BOA VISTA,Boa Vista,Boa Vista
2502201,PB,BOM JESUS,BOM JESUS,Bom Jesus,Bom Jesus
2502300,PB,BOM SUCESSO,BOM SUCESSO,Bom Sucesso,Bom Sucesso
2502409,PB,BONITO DE SANTA FÉ,BONITO DE SANTA FE,Bonito de Santa Fé,Bonito de Santa Fe
2502508,PB,BOQUEIRÃO,BOQUEIRAO,Boqueirão,Boqueirao
2502607,PB,IGARACY,IGARACY,Igaracy,Igaracy
2502706,PB,BORBOREMA,BORBOREMA,Borborema,Borborema
2502805,PB,BREJO DO CRUZ,BREJO DO CRUZ,Brejo do Cruz,Brejo do Cruz
2502904,PB,BREJO DOS SANTOS,BREJO DOS SANTOS,Brejo dos Santos,Brejo dos Santos
2503001,PB,CAAPORÃ,CAAPORA,Caaporã,Caapora
2503100,PB,CABACEIRAS,CABACEIRAS,Cabaceiras,Cabaceiras
2503209,PB,CABEDELO,CABEDELO,Cabedelo,Cabedelo
2503308,PB,CACHOEIRA DOS ÍNDIOS,CACHOEIRA DOS INDIOS,Cachoeira dos Índios,Cachoeira dos Indios
2503407,PB,CACIMBA DE AREIA,CACIMBA DE AREIA,Cacimba de Areia,Cacimba de Areia
2503506,PB,CACIMBA DE DENTRO,CACIMBA DE DENTRO,Cacimba de Dentro,Cacimba de Dentro
2503555,PB,CACIMBAS,CACIMBAS,Cacimbas,Cacimbas
2503605,PB,CAIÇARA,CAICARA,Caiçara,Caicara
2503704,PB,CAJAZEIRAS,CAJAZEIRAS,Cajazeiras,Cajazeiras
2503753,PB,CAJAZEIRINHAS,CAJAZEIRINHAS,Cajazeirinhas,Cajazeirinhas
2503803,PB,CALDAS BRANDÃO,CALDAS BRANDAO,Caldas Brandão,Caldas Brandao
2503902,PB,CAMALAÚ,CAMALAU,Camalaú,Camalau
2504009,PB,CAMPINA GRANDE,CAMPINA GRANDE,Campina Grande,Campina Grande
2504033,PB,CAPIM,CAPIM,Capim,Capim
2504074,PB,CARAÚBAS,CARAUBAS,Caraúbas,Caraubas
2504108,PB,CARRAPATEIRA,CARRAPATEIRA,Carrapateira,Carrapateira
2504157,PB,CASSERENGUE,CASSERENGUE,Casserengue,Casserengue
2504207,PB,CATINGUEIRA,CATINGUEIRA,Catingueira,Catingueira
2504306,PB,CATOLÉ DO ROCHA,CATOLE DO ROCHA,Catolé do Rocha,Catole do Rocha
2504355,PB,CATURITÉ,CATURITE,Caturité,Caturite
2504405,PB,CONCEIÇÃO,CONCEICAO,Conceição,Conceicao
2504504,PB,CONDADO,CONDADO,Condado,Condado
2504603,PB,CONDE,CONDE,Conde,Conde
2504702,PB,CONGO,CONGO,Congo,Congo
2504801,PB,COREMAS,COREMAS,Coremas,Coremas
2504850,PB,COXIXOLA,COXIXOLA,Coxixola,Coxixola
2504900,PB,CRUZ DO ESPÍRITO SANTO,CRUZ DO ESPIRITO SANTO,Cruz do Espírito Santo,Cruz do Espirito Santo
2505006,PB,CUBATI,CUBATI,Cubati,Cubati
2505105,PB,CUITÉ,CUITE,Cuité,Cuite
2505204,PB,CUITEGI,CUITEGI,Cuitegi,Cuitegi
2505238,PB,CUITÉ DE MAMANGUAPE,CUITE DE MAMANGUAPE,Cuité de Mamanguape,Cuite de Mamanguape
2505279,PB,CURRAL DE CIMA,CURRAL DE CIMA,Curral de Cima,Curral de Cima
2505303,PB,CURRAL VELHO,CURRAL VELHO,Curral Velho,Curral Velho
2505352,PB,DAMIÃO,DAMIAO,Damião,Damiao
2505402,PB,DESTERRO,DESTERRO,Desterro,Desterro
2505501,PB,VISTA SERRANA,VISTA SERRANA,Vista Serrana,Vista Serrana
2505600,PB,DIAMANTE,DIAMANTE,Diamante,Diamante
2505709,PB,DONA INÊS,DONA INES,Dona Inês,Dona Ines
2505808,PB,DUAS ESTRADAS,DUAS ESTRADAS,Duas Estradas,Duas Estradas
2505907,PB,EMAS,EMAS,Emas,Emas
2506004,PB,ESPERANÇA,ESPERANCA,Esperança,Esperanca
2506103,PB,FAGUNDES,FAGUNDES,Fagundes,Fagundes
2506202,PB,FREI MARTINHO,FREI MARTINHO,Frei Martinho,Frei Martinho
2506251,PB,GADO BRAVO,GADO BRAVO,Gado Bravo,Gado Bravo
2506301,PB,GUARABIRA,GUARABIRA,Guarabira,Guarabira
2506400,PB,GURINHÉM,GURINHEM,Gurinhém,Gurinhem
2506509,PB,GURJÃO,GURJAO,Gurjão,Gurjao
2506608,PB,IBIARA,IBIARA,Ibiara,Ibiara
2506707,PB,IMACULADA,IMACULADA,Imaculada,Imaculada
2506806,PB,INGÁ,INGA,Ingá,Inga
2506905,PB,ITABAIANA,ITABAIANA,Itabaiana,Itabaiana
2507002,PB,ITAPORANGA,ITAPORANGA,Itaporanga,Itaporanga
2507101,PB,ITAPOROROCA,ITAPOROROCA,Itapororoca,Itapororoca
2507200,PB,ITATUBA,ITATUBA,Itatuba,Itatuba
2507309,PB,JACARAÚ,JACARAU,Jacaraú,Jacarau
2507408,PB,JERICÓ,JERICO,Jericó,Jerico
2507507,PB,JOÃO PESSOA,JOAO PESSOA,João Pessoa,Joao Pessoa
2507606,PB,JUAREZ TÁVORA,JUAREZ TAVORA,Juarez Távora,Juarez Tavora
2507705,PB,JUAZEIRINHO,JUAZEIRINHO,Juazeirinho,Juazeirinho
2507804,PB,JUNCO DO SERIDÓ,JUNCO DO SERIDO,Junco do Seridó,Junco do Serido
2507903,PB,JURIPIRANGA,JURIPIRANGA,Juripiranga,Juripiranga
2508000,PB,JURU,JURU,Juru,Juru
2508109,PB,LAGOA,LAGOA,Lagoa,Lagoa
2508208,PB,LAGOA DE DENTRO,LAGOA DE DENTRO,Lagoa de Dentro,Lagoa de Dentro
2508307,PB,LAGOA SECA,LAGOA SECA,Lagoa Seca,Lagoa Seca
2508406,PB,LASTRO,LASTRO,Lastro,Lastro
2508505,PB,LIVRAMENTO,LIVRAMENTO,Livramento,Livramento
2508554,PB,LOGRADOURO,LOGRADOURO,Logradouro,Logradouro
2508604,PB,LUCENA,LUCENA,Lucena,Lucena
2508703,PB,MÃE D'ÁGUA,MAE D'AGUA,Mãe d'Água,Mae d'Agua
2508802,PB,MALTA,MALTA,Malta,Malta
2508901,PB,MAMANGUAPE,MAMANGUAPE,Mamanguape,Mamanguape
2509008,PB,MANAÍRA,MANAIRA,Manaíra,Manaira
2509057,PB,MARCAÇÃO,MARCACAO,Marcação,Marcacao
2509107,PB,MARI,MARI,Mari,Mari
2509156,PB,MARIZÓPOLIS,MARIZOPOLIS,Marizópolis,Marizopolis
2509206,PB,MASSARANDUBA,MASSARANDUBA,Massaranduba,Massaranduba
2509305,PB,MATARACA,MATARACA,Mataraca,Mataraca
2509339,PB,MATINHAS,MATINHAS,Matinhas,Matinhas
2509370,PB,MATO GROSSO,MATO GROSSO,Mato Grosso,Mato Grosso
2509396,PB,MATUREIA,MATUREIA,Matureia,Matureia
2509404,PB,MOGEIRO,MOGEIRO,Mogeiro,Mogeiro
2509503,PB,MONTADAS,MONTADAS,Montadas,Montadas
2509602,PB,MONTE HOREBE,MONTE HOREBE,Monte Horebe,Monte Horebe
2509701,PB,MONTEIRO,MONTEIRO,Monteiro,Monteiro
2509800,PB,MULUNGU,MULUNGU,Mulungu,Mulungu
2509909,PB,NATUBA,NATUBA,Natuba,Natuba
2510006,PB,NAZAREZINHO,NAZAREZINHO,Nazarezinho,Nazarezinho
2510105,PB,NOVA FLORESTA,NOVA FLORESTA,Nova Floresta,Nova Floresta
2510204,PB,NOVA OLINDA,NOVA OLINDA,Nova Olinda,Nova Olinda
2510303,PB,NOVA PALMEIRA,NOVA PALMEIRA,Nova Palmeira,Nova Palmeira
2510402,PB,OLHO D'ÁGUA,OLHO D'AGUA,Olho d'Água,Olho d'Agua
2510501,PB,OLIVEDOS,OLIVEDOS,Olivedos,Olivedos
2510600,PB,OURO VELHO,OURO VELHO,Ouro Velho,Ouro Velho
2510659,PB,PARARI,PARARI,Parari,Parari
2510709,PB,PASSAGEM,PASSAGEM,Passagem,Passagem
2510808,PB,PATOS,PATOS,Patos,Patos
2510907,PB,PAULISTA,PAULISTA,Paulista,Paulista
2511004,PB,PEDRA BRANCA,PEDRA BRANCA,Pedra Branca,Pedra Branca
2511103,PB,PEDRA LAVRADA,PEDRA LAVRADA,Pedra Lavrada,Pedra Lavrada
2511202,PB,PEDRAS DE FOGO,PEDRAS DE FOGO,Pedras de Fogo,Pedras de Fogo
2511301,PB,PIANCÓ,PIANCO,Piancó,Pianco
2511400,PB,PICUÍ,PICUI,Picuí,Picui
2511509,PB,PILAR,PILAR,Pilar,Pilar
2511608,PB,PILÕES,PILOES,Pilões,Piloes
2511707,PB,PILÕEZINHOS,PILOEZINHOS,Pilõezinhos,Piloezinhos
2511806,PB,PIRPIRITUBA,PIRPIRITUBA,Pirpirituba,Pirpirituba
2511905,PB,PITIMBU,PITIMBU,Pitimbu,Pitimbu
2512002,PB,POCINHOS,POCINHOS,Pocinhos,Pocinhos
2512036,PB,POÇO DANTAS,POCO DANTAS,Poço Dantas,Poco Dantas
2512077,PB,POÇO DE JOSÉ DE MOURA,POCO DE JOSE DE MOURA,Poço de José de Moura,Poco de Jose de Moura
2512101,PB,POMBAL,POMBAL,Pombal,Pombal
2512200,PB,PRATA,PRATA,Prata,Prata
2512309,PB,PRINCESA ISABEL,PRINCESA ISABEL,Princesa Isabel,Princesa Isabel
2512408,PB,PUXINANÃ,PUXINANA,Puxinanã,Puxinana
2512507,PB,QUEIMADAS,QUEIMADAS,Queimadas,Queimadas
2512606,PB,QUIXABÁ,QUIXABA,Quixabá,Quixaba
2512705,PB,REMÍGIO,REMIGIO,Remígio,Remigio
2512721,PB,PEDRO RÉGIS,PEDRO REGIS,Pedro Régis,Pedro Regis
2512747,PB,RIACHÃO,RIACHAO,Riachão,Riachao
2512754,PB,RIACHÃO DO BACAMARTE,RIACHAO DO BACAMARTE,Riachão do Bacamarte,Riachao do Bacamarte
